,BldgType,MSZoning,LotShape,LandSlope,Condition1,Condition2,Heating,HeatingQC,CentralAir,ExterCond,Functional,LotArea,LowQualFinSF,GrLivArea,PoolArea,GarageCars,ScreenPorch,OverallQual,OverallCond,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,WoodDeckSF,OpenPorchSF,3SsnPorch,YearBuilt,YearRemodAdd,MoSold,YrSold,SalePricePerSqf
364,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,18800.0,0.0,1574.0,0.0,2.0,0.0,6.0,5.0,2.0,,3.0,1.0,6.0,306.0,111.0,0.0,1976.0,1976.0,7.0,2006.0,10.106382978723405
365,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,10690.0,0.0,1344.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,128.0,0.0,1920.0,1997.0,7.0,2009.0,13.751169317118803
366,0.0,3.0,0.0,0.0,2.0,,1.0,2.0,1.0,4.0,6.0,9500.0,0.0,1394.0,0.0,2.0,185.0,6.0,5.0,1.0,1.0,3.0,1.0,6.0,0.0,76.0,0.0,1963.0,1963.0,7.0,2009.0,16.736842105263158
367,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,9150.0,0.0,1431.0,,1.0,0.0,6.0,5.0,1.0,0.0,3.0,1.0,6.0,64.0,110.0,,1962.0,1962.0,12.0,2008.0,18.0327868852459
368,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,7800.0,0.0,1268.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,2.0,1.0,7.0,0.0,98.0,0.0,1954.0,1954.0,3.0,2010.0,16.923076923076923
369,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,9830.0,0.0,1287.0,0.0,2.0,182.0,5.0,7.0,1.0,0.0,3.0,1.0,7.0,364.0,17.0,0.0,1959.0,2006.0,3.0,2010.0,16.480162767039676
370,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8121.0,0.0,1664.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,100.0,40.0,0.0,2000.0,2000.0,1.0,2006.0,21.22891269548085
371,0.0,3.0,3.0,0.0,1.0,2.0,1.0,,1.0,,3.0,17120.0,0.0,1588.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,1.0,7.0,0.0,59.0,0.0,1959.0,1959.0,7.0,2008.0,7.85233644859813
372,4.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7175.0,0.0,752.0,0.0,1.0,90.0,6.0,5.0,1.0,0.0,2.0,1.0,4.0,353.0,0.0,0.0,1984.0,1984.0,2.0,2010.0,17.421602787456447
373,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,10634.0,0.0,1319.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,3.0,1.0,5.0,66.0,0.0,0.0,1953.0,1953.0,11.0,2009.0,11.56667293586609
374,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8200.0,0.0,,0.0,2.0,0.0,7.0,5.0,2.0,1.0,4.0,1.0,8.0,100.0,48.0,0.0,2003.0,2004.0,7.0,2007.0,26.76829268292683
375,0.0,3.0,0.0,2.0,2.0,2.0,1.0,,0.0,1.0,0.0,10020.0,0.0,904.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1922.0,1950.0,3.0,2009.0,6.087824351297405
376,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8846.0,0.0,914.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,5.0,,0.0,0.0,1996.0,1996.0,7.0,2006.0,16.730725751752203
377,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11143.0,0.0,2466.0,0.0,2.0,0.0,8.0,5.0,3.0,0.0,4.0,1.0,8.0,159.0,214.0,0.0,2004.0,2005.0,12.0,2007.0,30.512429327829132
378,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11394.0,0.0,1856.0,0.0,3.0,0.0,,2.0,1.0,1.0,1.0,1.0,8.0,113.0,0.0,,,2010.0,,2010.0,34.617517991925574
379,0.0,3.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,4.0,6.0,8123.0,0.0,1800.0,0.0,2.0,0.0,,5.0,2.0,1.0,3.0,1.0,7.0,100.0,63.0,0.0,2000.0,2000.0,6.0,2009.0,22.03619352455989
380,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,5000.0,0.0,1691.0,0.0,1.0,0.0,5.0,6.0,2.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1924.0,1950.0,5.0,2010.0,25.4
381,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,,0.0,1301.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,5.0,216.0,,0.0,2006.0,2006.0,8.0,2006.0,
382,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9245.0,0.0,1797.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,3.0,1.0,8.0,144.0,53.0,0.0,2006.0,2006.0,4.0,2007.0,23.093564088696592
383,0.0,2.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,9000.0,0.0,784.0,0.0,2.0,0.0,6.0,3.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1928.0,1950.0,10.0,2009.0,8.444444444444445
384,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,6.0,53107.0,0.0,1953.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,9.0,216.0,231.0,0.0,1992.0,1992.0,6.0,2007.0,4.519178262752556
385,4.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,3182.0,0.0,1269.0,0.0,2.0,144.0,8.0,5.0,2.0,0.0,2.0,1.0,6.0,146.0,20.0,0.0,2004.0,2005.0,4.0,2010.0,60.33940917661848
386,0.0,3.0,3.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,6.0,8410.0,0.0,1184.0,0.0,,0.0,5.0,3.0,1.0,0.0,5.0,1.0,8.0,0.0,151.0,0.0,1910.0,1996.0,5.0,2006.0,9.63139120095125
387,0.0,3.0,,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7200.0,0.0,1125.0,0.0,1.0,0.0,6.0,6.0,1.0,0.0,3.0,1.0,6.0,296.0,0.0,0.0,1976.0,1976.0,10.0,2009.0,17.36111111111111
388,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9382.0,0.0,1479.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,6.0,120.0,25.0,0.0,1999.0,2000.0,7.0,2008.0,20.358132594329568
389,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,12474.0,0.0,2332.0,0.0,3.0,0.0,10.0,5.0,2.0,1.0,3.0,1.0,9.0,196.0,134.0,0.0,2007.0,2008.0,8.0,2008.0,34.15103415103415
390,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8405.0,0.0,1367.0,0.0,1.0,0.0,5.0,8.0,1.0,0.0,4.0,1.0,7.0,0.0,130.0,0.0,1900.0,1950.0,4.0,2008.0,14.158239143367043
391,0.0,3.0,0.0,0.0,2.0,2.0,1.0,,1.0,4.0,6.0,12209.0,0.0,1961.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,125.0,192.0,0.0,2001.0,2002.0,,2009.0,17.609959865672863
392,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,8339.0,0.0,882.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1959.0,,7.0,2007.0,12.77131550545629
393,0.0,3.0,3.0,0.0,1.0,2.0,1.0,4.0,1.0,4.0,6.0,7446.0,0.0,788.0,0.0,0.0,0.0,,5.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1941.0,1950.0,4.0,2006.0,13.430029546065
394,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10134.0,0.0,1034.0,0.0,1.0,0.0,5.0,6.0,1.0,,2.0,1.0,5.0,0.0,39.0,0.0,1940.0,1950.0,7.0,2007.0,10.755871324254983
395,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,9571.0,0.0,1144.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,3.0,1.0,6.0,44.0,0.0,0.0,1956.0,1956.0,6.0,2010.0,13.4782154424825
396,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7200.0,0.0,894.0,0.0,2.0,0.0,,5.0,1.0,0.0,2.0,1.0,6.0,215.0,0.0,0.0,1972.0,1972.0,9.0,2009.0,17.083333333333332
397,0.0,3.0,,0.0,4.0,2.0,1.0,4.0,1.0,4.0,6.0,7590.0,0.0,1812.0,0.0,1.0,0.0,5.0,5.0,2.0,,4.0,1.0,8.0,,168.0,0.0,1962.0,1962.0,7.0,2007.0,22.33201581027668
398,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8967.0,0.0,1077.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1920.0,1950.0,11.0,2007.0,7.471841195494592
399,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8125.0,0.0,1550.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,7.0,0.0,168.0,0.0,2006.0,2007.0,10.0,2009.0,29.661538461538463
400,4.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,14963.0,0.0,1288.0,0.0,2.0,224.0,8.0,5.0,1.0,1.0,1.0,1.0,4.0,120.0,30.0,0.0,1996.0,1996.0,12.0,2008.0,16.407137606095034
401,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8767.0,0.0,1310.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,,2005.0,7.0,2006.0,18.81943652332611
402,0.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,4.0,6.0,10200.0,0.0,672.0,0.0,1.0,0.0,5.0,8.0,,0.0,2.0,1.0,4.0,,0.0,0.0,1940.0,1997.0,8.0,2008.0,10.588235294117647
403,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,12090.0,0.0,2263.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,4.0,1.0,10.0,144.0,123.0,0.0,1998.0,1998.0,7.0,2006.0,21.33995037220844
404,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10364.0,0.0,1572.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,0.0,40.0,0.0,1995.0,1996.0,5.0,2007.0,16.209957545349287
405,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,9991.0,0.0,1620.0,0.0,2.0,,4.0,4.0,2.0,0.0,3.0,1.0,8.0,120.0,78.0,0.0,1976.0,1993.0,6.0,2009.0,15.01351216094485
406,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,1.0,10480.0,473.0,1639.0,0.0,1.0,0.0,6.0,5.0,1.0,0.0,3.0,1.0,6.0,0.0,,0.0,1936.0,1950.0,3.0,2008.0,10.973282442748092
407,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,,4.0,6.0,15576.0,0.0,1680.0,0.0,1.0,0.0,6.0,7.0,,0.0,4.0,1.0,8.0,0.0,0.0,0.0,1915.0,1976.0,3.0,2008.0,11.363636363636363
408,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,,0.0,2172.0,0.0,3.0,0.0,7.0,5.0,2.0,,3.0,1.0,9.0,192.0,62.0,0.0,2006.0,2006.0,8.0,2007.0,
409,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10800.0,0.0,2078.0,0.0,3.0,0.0,8.0,5.0,2.0,1.0,3.0,1.0,8.0,0.0,102.0,0.0,2007.0,2008.0,4.0,2008.0,31.458333333333332
410,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,,1.0,4.0,9571.0,0.0,1276.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,,1958.0,1958.0,6.0,2009.0,6.268937415108139
411,1.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,34650.0,0.0,1056.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,3.0,1.0,5.0,264.0,0.0,0.0,1955.0,1955.0,1.0,2006.0,4.184704184704184
412,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,,0.0,1478.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,2.0,1.0,7.0,0.0,144.0,0.0,2009.0,2009.0,6.0,2010.0,
413,0.0,4.0,3.0,0.0,0.0,,1.0,2.0,1.0,4.0,6.0,8960.0,0.0,1028.0,0.0,2.0,0.0,5.0,6.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1927.0,1950.0,3.0,2010.0,12.834821428571429
414,0.0,3.0,1.0,,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11228.0,0.0,2097.0,0.0,,0.0,7.0,5.0,2.0,,3.0,1.0,9.0,196.0,187.0,0.0,1993.0,1993.0,12.0,2008.0,20.30637691485572
415,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8899.0,0.0,1340.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,6.0,100.0,30.0,0.0,2007.0,2007.0,8.0,2007.0,20.35442184515114
416,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7844.0,0.0,1400.0,0.0,2.0,0.0,6.0,7.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1978.0,1978.0,3.0,2006.0,19.05915349311576
417,0.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,4.0,6.0,22420.0,0.0,2624.0,0.0,3.0,0.0,6.0,6.0,2.0,1.0,4.0,1.0,10.0,,0.0,0.0,1918.0,1950.0,11.0,2007.0,10.660124888492417
418,0.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,6.0,8160.0,0.0,1134.0,0.0,1.0,0.0,5.0,6.0,1.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,1940.0,1950.0,4.0,2007.0,15.441176470588236
419,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8450.0,0.0,1056.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,3.0,1.0,6.0,0.0,85.0,,1968.0,1968.0,7.0,2010.0,16.80473372781065
420,2.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,7060.0,0.0,1344.0,,4.0,0.0,7.0,5.0,2.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,1997.0,1998.0,11.0,2008.0,29.22096317280453
421,,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,16635.0,0.0,1602.0,0.0,2.0,0.0,6.0,7.0,2.0,0.0,3.0,1.0,8.0,240.0,0.0,0.0,1977.0,2000.0,6.0,2009.0,12.924556657649534
422,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,6.0,21750.0,0.0,988.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1954.0,1954.0,2.0,2008.0,5.195402298850575
423,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,9200.0,0.0,2630.0,0.0,3.0,0.0,8.0,5.0,2.0,1.0,4.0,1.0,8.0,0.0,66.0,0.0,1998.0,1998.0,6.0,2008.0,34.23913043478261
424,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,9000.0,0.0,1196.0,0.0,,0.0,6.0,5.0,1.0,0.0,2.0,1.0,6.0,0.0,44.0,0.0,1956.0,1956.0,5.0,2008.0,15.444444444444445
425,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,3378.0,0.0,1389.0,0.0,1.0,,7.0,8.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1946.0,1992.0,9.0,2009.0,39.96447602131439
426,0.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,12800.0,,1644.0,0.0,2.0,396.0,7.0,5.0,2.0,0.0,2.0,1.0,5.0,80.0,0.0,0.0,1989.0,1989.0,,2009.0,21.484375
427,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8593.0,0.0,907.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1957.0,1957.0,7.0,2008.0,12.685674386128245
428,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,6762.0,0.0,1208.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,6.0,105.0,54.0,0.0,2007.0,2007.0,9.0,2007.0,28.896776101745047
429,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,11457.0,0.0,1412.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1988.0,1988.0,3.0,2009.0,15.274504669634284
430,3.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,1680.0,0.0,987.0,0.0,1.0,0.0,6.0,5.0,,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1971.0,1971.0,7.0,2008.0,50.833333333333336
431,0.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,6.0,5586.0,0.0,1198.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,4.0,1.0,7.0,0.0,98.0,0.0,1920.0,1998.0,9.0,2008.0,14.303616183315432
432,4.0,4.0,,0.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,1920.0,0.0,1365.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,2.0,1.0,6.0,,36.0,0.0,1971.0,1971.0,8.0,2007.0,63.802083333333336
433,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10839.0,0.0,1604.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,0.0,36.0,0.0,1997.0,1998.0,7.0,2008.0,16.698957468401144
434,3.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,1890.0,0.0,630.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,1.0,3.0,88.0,0.0,0.0,1972.0,1972.0,6.0,2008.0,42.857142857142854
435,0.0,3.0,1.0,0.0,4.0,2.0,1.0,,1.0,4.0,6.0,10667.0,0.0,1661.0,0.0,2.0,0.0,7.0,6.0,2.0,1.0,3.0,1.0,6.0,158.0,61.0,0.0,1996.0,,,2009.0,19.874378925658572
436,,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,4400.0,0.0,1118.0,0.0,2.0,0.0,6.0,8.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1920.0,1950.0,10.0,2006.0,26.363636363636363
437,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,6000.0,0.0,904.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1926.0,2004.0,1.0,2009.0,19.833333333333332
438,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,4280.0,0.0,694.0,0.0,1.0,0.0,5.0,6.0,,0.0,2.0,1.0,4.0,0.0,,0.0,1913.0,2002.0,3.0,2007.0,21.10981308411215
439,,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,12354.0,0.0,1196.0,0.0,2.0,0.0,6.0,8.0,1.0,0.0,3.0,1.0,7.0,0.0,46.0,0.0,1920.0,2000.0,8.0,2009.0,8.903998704872915
440,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,15431.0,0.0,,0.0,3.0,170.0,10.0,5.0,2.0,0.0,2.0,1.0,10.0,0.0,72.0,0.0,2008.0,2008.0,4.0,2009.0,35.96656081913032
441,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,12108.0,0.0,1440.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,1955.0,1955.0,9.0,2008.0,9.745622728774364
442,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,6240.0,0.0,1573.0,0.0,2.0,0.0,5.0,7.0,2.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,1930.0,1992.0,6.0,2008.0,26.10576923076923
443,4.0,3.0,3.0,0.0,2.0,2.0,,0.0,1.0,4.0,6.0,3922.0,,1258.0,0.0,3.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,6.0,144.0,,0.0,2006.0,2007.0,6.0,,43.982661907190206
444,0.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,2.0,6.0,8750.0,0.0,1908.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,4.0,1.0,8.0,144.0,133.0,0.0,1994.0,1995.0,7.0,2008.0,24.0
445,0.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,,4.0,6.0,9855.0,0.0,1689.0,0.0,2.0,0.0,6.0,5.0,1.0,0.0,,1.0,7.0,0.0,0.0,0.0,1956.0,1956.0,11.0,2009.0,12.937595129375952
446,,3.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,4.0,4.0,16492.0,0.0,1888.0,0.0,2.0,0.0,6.0,6.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,1966.0,2002.0,6.0,2010.0,11.52073732718894
447,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,11214.0,0.0,1886.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,4.0,1.0,10.0,89.0,0.0,0.0,1998.0,1999.0,7.0,2006.0,17.825931870875692
448,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,8600.0,0.0,1376.0,0.0,1.0,0.0,6.0,6.0,2.0,0.0,3.0,1.0,7.0,,0.0,0.0,1937.0,1950.0,6.0,2006.0,13.895348837209303
449,0.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,6000.0,0.0,1183.0,0.0,1.0,0.0,3.0,7.0,1.0,1.0,2.0,1.0,6.0,0.0,176.0,0.0,1948.0,2002.0,6.0,2007.0,20.0
450,0.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,5684.0,0.0,813.0,0.0,1.0,0.0,6.0,8.0,1.0,0.0,2.0,1.0,5.0,0.0,113.0,0.0,1930.0,2005.0,6.0,2006.0,19.35256861365236
451,0.0,3.0,0.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,70761.0,0.0,1533.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,5.0,200.0,54.0,0.0,1975.0,1975.0,12.0,2006.0,3.956981953335877
452,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9303.0,0.0,1756.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,144.0,122.0,0.0,1996.0,1997.0,7.0,2007.0,21.928410190261207
453,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9000.0,0.0,1590.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,3.0,1.0,6.0,0.0,30.0,0.0,2008.0,2008.0,6.0,2009.0,23.333333333333332
454,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,9297.0,0.0,1728.0,0.0,2.0,0.0,5.0,5.0,2.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,1976.0,1976.0,7.0,2006.0,20.2215768527482
455,0.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,9600.0,0.0,1242.0,0.0,2.0,0.0,7.0,6.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1973.0,1973.0,9.0,2007.0,18.28125
456,0.0,4.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,6.0,4571.0,0.0,1344.0,0.0,3.0,0.0,5.0,5.0,1.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,1916.0,1950.0,5.0,2008.0,21.43950995405819
457,0.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,53227.0,0.0,1663.0,0.0,2.0,0.0,4.0,6.0,1.0,0.0,2.0,1.0,6.0,224.0,137.0,0.0,1954.0,1994.0,3.0,2008.0,4.80958911830462
458,0.0,4.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,5100.0,0.0,1666.0,0.0,1.0,0.0,8.0,7.0,1.0,0.0,3.0,1.0,7.0,,,0.0,1925.0,1996.0,6.0,2008.0,31.568627450980394
459,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7015.0,0.0,1203.0,0.0,1.0,,5.0,4.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1950.0,1950.0,7.0,2009.0,15.680684248039915
460,0.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,4.0,6.0,8004.0,0.0,1935.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,3.0,1.0,8.0,0.0,150.0,0.0,2009.0,2009.0,12.0,2009.0,32.912918540729635
461,0.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,7200.0,0.0,1135.0,0.0,2.0,0.0,7.0,9.0,1.0,0.0,3.0,1.0,6.0,256.0,0.0,0.0,1936.0,2007.0,4.0,2009.0,21.52777777777778
462,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8281.0,0.0,864.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1965.0,1965.0,12.0,2009.0,7.5332689288733246
463,0.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,11988.0,0.0,1660.0,0.0,1.0,0.0,6.0,7.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1934.0,1995.0,8.0,2008.0,15.74074074074074
464,0.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,8430.0,0.0,1040.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,3.0,1.0,5.0,,0.0,0.0,1978.0,1978.0,8.0,2009.0,14.709371293001187
