,BldgType,MSZoning,LotShape,LandSlope,Condition1,Condition2,Heating,HeatingQC,CentralAir,ExterCond,Functional,LotArea,LowQualFinSF,GrLivArea,PoolArea,GarageCars,ScreenPorch,OverallQual,OverallCond,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,WoodDeckSF,OpenPorchSF,X3SsnPorch,YearBuilt,YearRemodAdd,MoSold,YrSold,SalePricePerSqf
392,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,12209.0,0.0,1961.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,125.0,192.0,0.0,2001.0,2002.0,6.0,2009.0,17.609959865672863
393,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,8339.0,0.0,882.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1959.0,2001.0,7.0,2007.0,12.77131550545629
394,0.0,3.0,3.0,0.0,1.0,2.0,1.0,4.0,1.0,4.0,6.0,7446.0,0.0,788.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1941.0,1950.0,4.0,2006.0,13.430029546065
395,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10134.0,0.0,1034.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,2.0,1.0,5.0,0.0,39.0,0.0,1940.0,1950.0,7.0,2007.0,10.755871324254983
396,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,9571.0,0.0,1144.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,3.0,1.0,6.0,44.0,0.0,0.0,1956.0,1956.0,6.0,2010.0,13.4782154424825
397,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7200.0,0.0,894.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,6.0,215.0,0.0,0.0,1972.0,1972.0,9.0,2009.0,17.083333333333332
398,0.0,3.0,3.0,0.0,4.0,2.0,1.0,4.0,1.0,4.0,6.0,7590.0,0.0,1812.0,0.0,1.0,0.0,5.0,5.0,2.0,1.0,4.0,1.0,8.0,0.0,168.0,0.0,1962.0,1962.0,7.0,2007.0,22.33201581027668
399,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8967.0,0.0,1077.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1920.0,1950.0,11.0,2007.0,7.471841195494592
400,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8125.0,0.0,1550.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,7.0,0.0,168.0,0.0,2006.0,2007.0,10.0,2009.0,29.661538461538463
401,4.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,14963.0,0.0,1288.0,0.0,2.0,224.0,8.0,5.0,1.0,1.0,1.0,1.0,4.0,120.0,30.0,0.0,1996.0,1996.0,12.0,2008.0,16.407137606095034
402,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8767.0,0.0,1310.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,2007.0,2005.0,7.0,2006.0,18.81943652332611
403,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,10200.0,0.0,672.0,0.0,1.0,0.0,5.0,8.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1940.0,1997.0,8.0,2008.0,10.588235294117647
404,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,12090.0,0.0,2263.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,4.0,1.0,10.0,144.0,123.0,0.0,1998.0,1998.0,7.0,2006.0,21.33995037220844
405,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10364.0,0.0,1572.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,0.0,40.0,0.0,1995.0,1996.0,5.0,2007.0,16.209957545349287
406,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,9991.0,0.0,1620.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0,3.0,1.0,8.0,120.0,78.0,0.0,1976.0,1993.0,6.0,2009.0,15.01351216094485
407,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,1.0,10480.0,473.0,1639.0,0.0,1.0,0.0,6.0,5.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1936.0,1950.0,3.0,2008.0,10.973282442748092
408,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,15576.0,0.0,1680.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,1915.0,1976.0,3.0,2008.0,11.363636363636363
409,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9042.0,0.0,2172.0,0.0,3.0,0.0,7.0,5.0,2.0,1.0,3.0,1.0,9.0,192.0,62.0,0.0,2006.0,2006.0,8.0,2007.0,23.529411764705884
410,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10800.0,0.0,2078.0,0.0,3.0,0.0,8.0,5.0,2.0,1.0,3.0,1.0,8.0,0.0,102.0,0.0,2007.0,2008.0,4.0,2008.0,31.458333333333332
411,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,9571.0,0.0,1276.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1958.0,1958.0,6.0,2009.0,6.268937415108139
412,1.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,34650.0,0.0,1056.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,3.0,1.0,5.0,264.0,0.0,0.0,1955.0,1955.0,1.0,2006.0,4.184704184704184
413,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9000.0,0.0,1478.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,2.0,1.0,7.0,0.0,144.0,0.0,2009.0,2009.0,6.0,2010.0,29.661538461538463
414,0.0,4.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,6.0,8960.0,0.0,1028.0,0.0,2.0,0.0,5.0,6.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1927.0,1950.0,3.0,2010.0,12.834821428571429
415,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11228.0,0.0,2097.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,3.0,1.0,9.0,196.0,187.0,0.0,1993.0,1993.0,12.0,2008.0,20.30637691485572
416,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8899.0,0.0,1340.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,6.0,100.0,30.0,0.0,2007.0,2007.0,8.0,2007.0,20.35442184515114
417,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7844.0,0.0,1400.0,0.0,2.0,0.0,6.0,7.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1978.0,1978.0,3.0,2006.0,19.05915349311576
418,0.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,4.0,6.0,22420.0,0.0,2624.0,0.0,3.0,0.0,6.0,6.0,2.0,1.0,4.0,1.0,10.0,0.0,0.0,0.0,1918.0,1950.0,11.0,2007.0,10.660124888492417
419,0.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,6.0,8160.0,0.0,1134.0,0.0,1.0,0.0,5.0,6.0,1.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,1940.0,1950.0,4.0,2007.0,15.441176470588236
420,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8450.0,0.0,1056.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,3.0,1.0,6.0,0.0,85.0,0.0,1968.0,1968.0,7.0,2010.0,16.80473372781065
421,2.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,7060.0,0.0,1344.0,0.0,4.0,0.0,7.0,5.0,2.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,1997.0,1998.0,11.0,2008.0,29.22096317280453
422,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,16635.0,0.0,1602.0,0.0,2.0,0.0,6.0,7.0,2.0,0.0,3.0,1.0,8.0,240.0,0.0,0.0,1977.0,2000.0,6.0,2009.0,12.924556657649534
423,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,6.0,21750.0,0.0,988.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1954.0,1954.0,2.0,2008.0,5.195402298850575
424,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,9200.0,0.0,2630.0,0.0,3.0,0.0,8.0,5.0,2.0,1.0,4.0,1.0,8.0,0.0,66.0,0.0,1998.0,1998.0,6.0,2008.0,34.23913043478261
425,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,9000.0,0.0,1196.0,0.0,1.0,0.0,6.0,5.0,1.0,0.0,2.0,1.0,6.0,0.0,44.0,0.0,1956.0,1956.0,5.0,2008.0,15.444444444444445
426,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,3378.0,0.0,1389.0,0.0,1.0,0.0,7.0,8.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1946.0,1992.0,9.0,2009.0,39.96447602131439
427,0.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,12800.0,0.0,1644.0,0.0,2.0,396.0,7.0,5.0,2.0,0.0,2.0,1.0,5.0,80.0,0.0,0.0,1989.0,1989.0,12.0,2009.0,21.484375
428,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8593.0,0.0,907.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1957.0,1957.0,7.0,2008.0,12.685674386128245
429,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,6762.0,0.0,1208.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,6.0,105.0,54.0,0.0,2007.0,2007.0,9.0,2007.0,28.896776101745047
430,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,11457.0,0.0,1412.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1988.0,1988.0,3.0,2009.0,15.274504669634284
431,3.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,1680.0,0.0,987.0,0.0,1.0,0.0,6.0,5.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1971.0,1971.0,7.0,2008.0,50.833333333333336
432,0.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,6.0,5586.0,0.0,1198.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,4.0,1.0,7.0,0.0,98.0,0.0,1920.0,1998.0,9.0,2008.0,14.303616183315432
433,4.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,1920.0,0.0,1365.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,2.0,1.0,6.0,201.0,36.0,0.0,1971.0,1971.0,8.0,2007.0,63.802083333333336
434,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10839.0,0.0,1604.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,0.0,36.0,0.0,1997.0,1998.0,7.0,2008.0,16.698957468401144
435,3.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,1890.0,0.0,630.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,1.0,3.0,88.0,0.0,0.0,1972.0,1972.0,6.0,2008.0,42.857142857142854
436,0.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,4.0,6.0,10667.0,0.0,1661.0,0.0,2.0,0.0,7.0,6.0,2.0,1.0,3.0,1.0,6.0,158.0,61.0,0.0,1996.0,1995.0,7.0,2009.0,19.874378925658572
437,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,4400.0,0.0,1118.0,0.0,2.0,0.0,6.0,8.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1920.0,1950.0,10.0,2006.0,26.363636363636363
438,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,6000.0,0.0,904.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1926.0,2004.0,1.0,2009.0,19.833333333333332
439,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,4280.0,0.0,694.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1913.0,2002.0,3.0,2007.0,21.10981308411215
440,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,12354.0,0.0,1196.0,0.0,2.0,0.0,6.0,8.0,1.0,0.0,3.0,1.0,7.0,0.0,46.0,0.0,1920.0,2000.0,8.0,2009.0,8.903998704872915
441,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,15431.0,0.0,2822.0,0.0,3.0,170.0,10.0,5.0,2.0,0.0,2.0,1.0,10.0,0.0,72.0,0.0,2008.0,2008.0,4.0,2009.0,35.96656081913032
442,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,12108.0,0.0,1440.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,1955.0,1955.0,9.0,2008.0,9.745622728774364
443,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,6240.0,0.0,1573.0,0.0,2.0,0.0,5.0,7.0,2.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,1930.0,1992.0,6.0,2008.0,26.10576923076923
444,4.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,3922.0,0.0,1258.0,0.0,3.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,6.0,144.0,0.0,0.0,2006.0,2007.0,6.0,2008.0,43.982661907190206
445,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,8750.0,0.0,1908.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,4.0,1.0,8.0,144.0,133.0,0.0,1994.0,1995.0,7.0,2008.0,24.0
446,0.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,9855.0,0.0,1689.0,0.0,2.0,0.0,6.0,5.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,1956.0,1956.0,11.0,2009.0,12.937595129375952
447,0.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,4.0,4.0,16492.0,0.0,1888.0,0.0,2.0,0.0,6.0,6.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,1966.0,2002.0,6.0,2010.0,11.52073732718894
448,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,11214.0,0.0,1886.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,4.0,1.0,10.0,89.0,0.0,0.0,1998.0,1999.0,7.0,2006.0,17.825931870875692
449,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,8600.0,0.0,1376.0,0.0,1.0,0.0,6.0,6.0,2.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,1937.0,1950.0,6.0,2006.0,13.895348837209303
450,0.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,6000.0,0.0,1183.0,0.0,1.0,0.0,3.0,7.0,1.0,1.0,2.0,1.0,6.0,0.0,176.0,0.0,1948.0,2002.0,6.0,2007.0,20.0
451,0.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,5684.0,0.0,813.0,0.0,1.0,0.0,6.0,8.0,1.0,0.0,2.0,1.0,5.0,0.0,113.0,0.0,1930.0,2005.0,6.0,2006.0,19.35256861365236
452,0.0,3.0,0.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,70761.0,0.0,1533.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,5.0,200.0,54.0,0.0,1975.0,1975.0,12.0,2006.0,3.956981953335877
453,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9303.0,0.0,1756.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,144.0,122.0,0.0,1996.0,1997.0,7.0,2007.0,21.928410190261207
454,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9000.0,0.0,1590.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,3.0,1.0,6.0,0.0,30.0,0.0,2008.0,2008.0,6.0,2009.0,23.333333333333332
455,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,9297.0,0.0,1728.0,0.0,2.0,0.0,5.0,5.0,2.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,1976.0,1976.0,7.0,2006.0,20.2215768527482
456,0.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,9600.0,0.0,1242.0,0.0,2.0,0.0,7.0,6.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1973.0,1973.0,9.0,2007.0,18.28125
457,0.0,4.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,6.0,4571.0,0.0,1344.0,0.0,3.0,0.0,5.0,5.0,1.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,1916.0,1950.0,5.0,2008.0,21.43950995405819
458,0.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,53227.0,0.0,1663.0,0.0,2.0,0.0,4.0,6.0,1.0,0.0,2.0,1.0,6.0,224.0,137.0,0.0,1954.0,1994.0,3.0,2008.0,4.80958911830462
459,0.0,4.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,5100.0,0.0,1666.0,0.0,1.0,0.0,8.0,7.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,1925.0,1996.0,6.0,2008.0,31.568627450980394
460,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7015.0,0.0,1203.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1950.0,1950.0,7.0,2009.0,15.680684248039915
461,0.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,4.0,6.0,8004.0,0.0,1935.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,3.0,1.0,8.0,0.0,150.0,0.0,2009.0,2009.0,12.0,2009.0,32.912918540729635
462,0.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,7200.0,0.0,1135.0,0.0,2.0,0.0,7.0,9.0,1.0,0.0,3.0,1.0,6.0,256.0,0.0,0.0,1936.0,2007.0,4.0,2009.0,21.52777777777778
463,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8281.0,0.0,864.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1965.0,1965.0,12.0,2009.0,7.5332689288733246
464,0.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,11988.0,0.0,1660.0,0.0,1.0,0.0,6.0,7.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1934.0,1995.0,8.0,2008.0,15.74074074074074
465,0.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,8430.0,0.0,1040.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1978.0,1978.0,8.0,2009.0,14.709371293001187
466,4.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,3072.0,0.0,1414.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,2.0,1.0,6.0,144.0,20.0,0.0,2004.0,2004.0,5.0,2006.0,58.18359375
467,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,6.0,10628.0,0.0,1277.0,0.0,2.0,176.0,7.0,5.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1970.0,1970.0,4.0,2007.0,15.71321038765525
468,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,6.0,9480.0,0.0,1644.0,0.0,1.0,0.0,5.0,7.0,1.0,1.0,3.0,1.0,7.0,168.0,0.0,0.0,1942.0,1995.0,6.0,2007.0,15.453586497890296
469,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11428.0,0.0,1634.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,44.0,0.0,2006.0,2006.0,5.0,2007.0,21.876093804690235
470,0.0,3.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,4.0,6.0,53107.0,0.0,1710.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,144.0,70.0,0.0,1993.0,1993.0,6.0,2008.0,19.284321915900865
471,4.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,6820.0,0.0,1391.0,0.0,2.0,140.0,8.0,5.0,1.0,1.0,1.0,1.0,4.0,0.0,54.0,0.0,1985.0,1985.0,6.0,2010.0,31.085043988269796
472,0.0,3.0,3.0,0.0,3.0,2.0,1.0,4.0,1.0,4.0,6.0,11952.0,0.0,1969.0,0.0,2.0,276.0,7.0,6.0,2.0,1.0,3.0,1.0,8.0,0.0,0.0,0.0,1977.0,1977.0,11.0,2007.0,15.896921017402946
473,4.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,3675.0,0.0,1072.0,0.0,2.0,0.0,6.0,5.0,1.0,0.0,2.0,1.0,5.0,0.0,28.0,0.0,2005.0,2005.0,6.0,2008.0,40.27210884353742
474,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,14977.0,0.0,1976.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,2.0,1.0,7.0,250.0,63.0,0.0,2006.0,2007.0,7.0,2007.0,29.378380182947186
475,4.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,5330.0,0.0,1652.0,0.0,2.0,0.0,8.0,5.0,2.0,0.0,2.0,1.0,6.0,96.0,48.0,0.0,2000.0,2000.0,8.0,2007.0,47.091932457786115
476,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,8480.0,0.0,1392.0,0.0,2.0,192.0,5.0,6.0,1.0,0.0,2.0,1.0,5.0,0.0,24.0,0.0,1963.0,1963.0,7.0,2007.0,15.625
477,0.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,13125.0,0.0,1493.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,3.0,1.0,7.0,140.0,39.0,0.0,1997.0,1998.0,4.0,2008.0,15.916190476190476
478,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,13693.0,0.0,2643.0,0.0,3.0,0.0,9.0,5.0,2.0,1.0,3.0,1.0,9.0,414.0,84.0,0.0,2006.0,2006.0,3.0,2007.0,27.751405827795224
479,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10637.0,0.0,1718.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,208.0,44.0,0.0,2007.0,2008.0,9.0,2009.0,27.921406411582215
480,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,5925.0,0.0,1131.0,0.0,2.0,0.0,4.0,7.0,1.0,0.0,2.0,1.0,7.0,0.0,72.0,0.0,1937.0,2000.0,3.0,2007.0,15.100590717299578
481,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,16033.0,0.0,2234.0,0.0,3.0,0.0,9.0,5.0,2.0,0.0,3.0,1.0,8.0,519.0,112.0,0.0,2004.0,2005.0,3.0,2006.0,20.333063057444022
482,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11846.0,0.0,1792.0,0.0,3.0,0.0,9.0,5.0,2.0,0.0,2.0,1.0,6.0,206.0,49.0,0.0,2003.0,2004.0,8.0,2006.0,31.57183859530643
483,0.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,3.0,2500.0,0.0,1826.0,0.0,1.0,0.0,7.0,8.0,1.0,1.0,4.0,1.0,7.0,0.0,84.0,0.0,1915.0,2005.0,6.0,2009.0,62.0
484,3.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,4500.0,0.0,1216.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,2.0,1.0,5.0,0.0,125.0,0.0,1998.0,1998.0,5.0,2006.0,36.44444444444444
485,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,7758.0,0.0,999.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,132.0,0.0,1962.0,2001.0,3.0,2007.0,17.079144109306522
486,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,9600.0,0.0,1113.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,5.0,0.0,80.0,0.0,1950.0,2007.0,7.0,2009.0,15.3125
487,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,10289.0,0.0,1073.0,0.0,2.0,0.0,5.0,7.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1965.0,1965.0,6.0,2007.0,15.161823306443775
488,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,12243.0,0.0,1484.0,0.0,2.0,180.0,5.0,6.0,2.0,0.0,3.0,1.0,7.0,224.0,0.0,0.0,1971.0,1971.0,2.0,2007.0,14.29388221841052
489,1.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,1.0,4.0,10800.0,0.0,2414.0,0.0,2.0,0.0,5.0,4.0,2.0,0.0,3.0,2.0,10.0,142.0,0.0,0.0,1900.0,1970.0,5.0,2006.0,14.814814814814815
490,3.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,6.0,1526.0,0.0,630.0,0.0,1.0,0.0,4.0,8.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1970.0,2002.0,5.0,2009.0,56.3564875491481
